CODE,PRODUCTO,TIPO_CARROCERIA,COMBUSTIBLE,Potencia,TRANS,FORMA_PAGO,ESTADO_CIVIL,GENERO,OcupaciOn,Campanna1,Campanna2,Campanna3,Zona_Renta,REV_Garantia,Averia_grave,QUEJA_CAC,EDAD_COCHE,COSTE_VENTA,km_anno,Mas_1_coche,Revisiones,Edad_Cliente,Tiempo,Comunidad
CLI56339,8,6,1,2.0,0,0,0,1,1,0,0,0,3.0,1,2.0,0,269,1829,11331,0,2,42,0,7
CLI56344,8,6,1,2.0,0,0,0,0,1,1,0,0,1.0,1,3.0,1,294,3571,15802,0,2,62,0,1
CLI56357,8,6,1,2.0,0,2,0,1,1,1,0,0,1.0,1,3.0,1,236,3647,17900,0,2,48,0,18
CLI56358,8,6,1,2.0,0,2,0,1,1,1,0,0,3.0,1,2.0,0,276,2727,20567,0,1,62,0,7
CLI56370,8,6,1,2.0,0,0,0,0,1,1,0,0,3.0,1,3.0,1,288,1829,18926,0,2,45,0,7
CLI56386,8,6,1,2.0,0,0,0,0,1,0,0,0,3.0,1,3.0,1,295,2743,33749,1,2,48,5,15
CLI56389,8,6,1,2.0,0,0,0,1,1,0,1,0,3.0,1,0.0,0,292,1829,27151,0,2,37,0,19
CLI56417,8,6,1,2.0,0,0,0,1,1,0,0,0,2.0,1,1.0,0,281,1829,16537,0,2,56,0,7
CLI56418,8,6,1,2.0,0,2,0,1,1,1,0,0,2.0,1,3.0,1,222,3647,20970,0,2,60,0,7
CLI56431,8,6,1,2.0,0,0,0,1,1,0,0,0,2.0,1,0.0,0,271,1829,19615,0,2,67,0,3
CLI56445,8,6,1,2.0,0,0,0,1,1,1,0,0,1.0,1,3.0,1,252,1829,14513,0,2,61,0,9
CLI56463,8,6,1,2.0,0,0,0,1,1,1,0,0,3.0,1,3.0,1,254,3571,17401,1,2,40,9,18
CLI56486,8,6,1,2.0,0,2,0,1,1,1,0,1,3.0,1,0.0,0,252,2690,20505,1,2,39,8,7
CLI56508,8,6,1,2.0,0,2,0,1,2,1,0,0,2.0,1,0.0,0,247,2727,26864,0,2,41,0,15
CLI56520,8,6,1,2.0,0,0,0,0,1,0,0,0,3.0,1,3.0,1,237,1829,25435,1,2,42,8,15
CLI56521,8,6,1,2.0,0,2,0,1,1,1,0,1,3.0,1,2.0,0,237,1829,22741,1,1,58,8,15
CLI56542,8,6,1,2.0,0,0,0,1,1,0,0,0,2.0,1,0.0,0,23,2743,30230,1,1,48,5,15
CLI56562,8,6,1,2.0,0,0,0,1,1,0,0,0,1.0,0,0.0,0,223,1829,0,0,2,47,0,9
CLI56593,8,6,1,2.0,0,0,2,0,1,0,0,0,3.0,0,0.0,0,21,1829,0,1,1,50,3,14
CLI56604,8,6,1,2.0,0,0,0,1,1,0,0,0,2.0,0,0.0,0,208,1829,0,0,1,32,0,9
CLI56616,8,6,1,2.0,0,0,0,1,1,0,0,0,3.0,0,0.0,0,203,1829,0,1,1,37,3,7
CLI56623,8,6,1,2.0,0,2,0,1,1,1,0,0,3.0,0,0.0,0,201,2727,0,0,2,65,0,7
CLI56626,8,6,1,2.0,0,1,0,1,1,0,0,0,3.0,0,3.0,1,2,1829,0,0,2,34,0,7
CLI56627,8,6,1,2.0,0,3,0,0,1,1,0,0,1.0,0,0.0,0,2,1829,0,0,0,34,0,9
CLI56628,8,6,1,2.0,0,2,0,1,1,1,0,0,3.0,0,3.0,1,2,2727,0,0,1,52,0,6
CLI56652,8,6,1,2.0,0,0,0,1,1,0,0,0,2.0,0,0.0,0,193,1829,0,0,2,34,0,15
CLI56655,8,6,1,2.0,0,0,0,1,1,1,0,0,2.0,0,0.0,0,193,3571,0,1,0,28,5,19
CLI56663,8,6,1,2.0,0,2,0,1,1,0,0,1,2.0,0,0.0,1,189,2574,0,0,1,64,0,15
CLI56664,8,6,1,2.0,0,2,1,1,1,0,0,1,1.0,0,0.0,0,185,2574,0,0,1,56,0,18
CLI56699,8,6,1,2.0,0,0,0,1,1,0,0,0,1.0,0,0.0,0,185,1829,0,0,2,25,0,7
CLI56704,8,6,1,2.0,0,3,0,1,1,0,0,0,3.0,0,0.0,0,183,1829,0,0,1,44,0,9
CLI56707,8,6,1,2.0,0,0,0,0,1,0,0,0,2.0,0,0.0,0,184,1829,0,0,1,34,0,14
CLI56727,8,6,1,2.0,0,1,1,1,1,1,0,0,3.0,0,0.0,0,177,3571,0,1,1,35,5,7
CLI56741,8,6,1,2.0,0,0,0,1,1,1,0,0,3.0,0,0.0,0,185,3571,0,1,2,40,5,7
CLI56744,8,6,1,2.0,0,2,3,1,1,0,0,1,2.0,0,0.0,0,178,2574,0,0,1,55,0,6
CLI56748,8,6,1,2.0,0,2,0,1,1,1,0,1,3.0,0,0.0,0,137,2574,0,0,1,35,0,15
CLI56758,8,6,1,2.0,0,2,0,1,1,0,0,1,2.0,0,0.0,1,178,2574,0,0,1,21,0,15
CLI56763,8,6,1,2.0,0,2,0,1,1,0,0,1,3.0,0,0.0,0,17,2574,0,0,1,51,0,7
CLI56765,8,6,1,2.0,0,2,0,1,1,0,0,1,3.0,0,0.0,0,179,2574,0,0,2,27,0,7
CLI56798,8,6,1,2.0,0,2,0,1,1,0,0,1,3.0,0,0.0,0,168,2574,0,0,1,47,0,12
CLI56815,8,6,1,2.0,0,0,0,0,1,1,0,0,3.0,0,0.0,0,139,1829,0,0,1,38,0,7
CLI56896,8,6,0,2.0,0,2,0,1,1,1,0,0,3.0,1,0.0,0,243,2657,11800,0,2,62,0,19
CLI56908,8,6,0,2.0,0,2,0,1,1,1,0,0,2.0,0,0.0,0,229,2657,0,0,1,59,0,15
CLI56920,8,6,0,2.0,0,0,0,1,1,1,0,0,2.0,0,0.0,0,2,3467,0,1,2,60,5,9
CLI56929,8,6,0,2.0,0,2,0,0,1,1,0,0,3.0,0,3.0,1,208,1759,0,0,1,44,0,15
CLI56933,8,6,0,2.0,0,0,0,1,1,0,0,0,2.0,0,0.0,0,202,1759,0,0,1,53,0,15
CLI56964,8,6,0,2.0,0,0,0,1,1,1,0,0,3.0,0,0.0,0,162,1759,0,0,1,67,0,7
CLI56972,8,6,0,2.0,0,2,0,1,1,1,0,1,3.0,0,0.0,1,157,2504,0,0,1,57,0,9
CLI57055,8,6,0,2.0,0,2,3,0,1,1,0,1,3.0,0,0.0,0,203,2013,0,0,1,53,0,3
CLI57094,8,6,0,2.0,0,0,0,1,1,0,0,0,3.0,0,0.0,0,17,1829,0,0,0,32,0,15
CLI57111,8,6,0,2.0,0,0,0,1,1,0,0,0,3.0,0,0.0,0,168,1829,0,0,1,23,0,15
CLI57123,8,6,0,2.0,0,2,2,1,1,0,0,1,3.0,0,0.0,0,158,2574,0,0,1,46,0,7
CLI57137,8,6,0,2.0,0,0,0,0,1,0,0,0,3.0,0,0.0,0,148,1829,0,0,1,38,0,6
CLI57149,8,6,0,2.0,0,2,3,1,1,0,0,1,3.0,0,0.0,1,135,2574,0,0,1,45,0,15
CLI57184,4,1,0,1.0,1,3,3,1,2,0,0,0,3.0,0,0.0,0,893,1257,10242,1,4,57,5,7
CLI57194,4,1,0,1.0,1,0,3,1,1,0,0,0,3.0,1,0.0,0,832,3991,26300,1,4,48,6,15
CLI57211,4,1,0,1.0,1,0,0,0,1,0,0,0,3.0,0,0.0,0,874,1220,4778,1,6,39,4,5
CLI57213,4,1,0,1.0,1,0,0,1,1,0,0,0,3.0,0,0.0,0,835,2142,0,0,8,37,0,3
CLI57216,4,1,0,1.0,1,0,0,1,1,0,0,0,3.0,1,0.0,0,845,3991,21073,1,7,48,10,15
CLI57219,4,1,0,1.0,1,0,0,0,1,0,0,0,3.0,0,0.0,0,851,4543,7101,1,7,47,8,15
CLI57225,4,1,0,1.0,1,0,0,0,1,1,0,0,2.0,1,0.0,0,893,1257,7600,0,8,51,0,13
CLI57245,4,1,0,1.0,1,3,3,1,1,1,0,0,3.0,0,3.0,1,778,1317,6112,0,5,44,0,3
CLI57262,4,1,0,1.0,1,0,0,0,1,1,1,0,3.0,0,3.0,1,743,1829,10236,1,5,56,5,19
CLI57263,4,1,0,1.0,1,0,3,1,1,1,1,0,2.0,0,3.0,1,743,2386,7665,1,7,47,5,19
CLI57281,4,1,0,1.0,1,0,0,1,1,0,1,0,3.0,0,0.0,0,751,1098,4301,1,5,50,4,7
CLI57292,4,1,0,1.0,1,0,0,1,1,0,1,0,3.0,0,0.0,0,738,3571,6522,1,6,57,6,4
CLI57293,4,1,0,1.0,1,0,1,1,1,1,0,0,3.0,1,0.0,0,671,2881,6105,1,6,54,6,7
CLI57299,4,1,0,1.0,1,1,0,1,1,0,1,0,1.0,0,0.0,1,71,5150,6541,1,4,57,8,12
CLI57303,4,1,0,1.0,1,0,0,0,1,0,0,0,2.0,1,0.0,0,693,2881,3191,1,6,41,5,15
CLI57307,4,1,0,1.0,1,0,0,1,1,0,0,0,3.0,0,0.0,0,686,2881,15890,1,6,43,8,15
CLI57311,4,1,0,1.0,1,0,3,0,2,0,1,0,1.0,0,0.0,1,676,4322,33634,0,7,51,0,11
CLI57321,4,1,0,1.0,1,0,2,1,1,0,0,0,3.0,1,0.0,0,935,1496,8445,1,9,21,5,7
CLI57333,4,1,0,1.0,1,2,0,1,1,0,0,0,3.0,0,0.0,0,91,1478,14839,0,8,57,0,13
CLI57359,4,1,0,1.0,1,0,0,0,1,0,0,0,1.0,0,0.0,0,928,1257,5516,0,5,43,0,12
CLI57367,4,1,0,1.0,1,0,0,1,1,0,0,0,2.0,0,0.0,0,876,1257,13895,0,7,56,0,9
CLI57378,4,1,0,1.0,1,2,3,1,1,0,0,0,3.0,1,0.0,0,937,1220,16922,1,8,44,6,9
CLI57418,4,1,0,1.0,1,0,0,1,1,0,0,0,1.0,1,0.0,0,917,2741,6893,0,4,59,0,19
CLI57422,4,1,0,1.0,1,0,0,1,1,0,0,0,3.0,0,3.0,1,901,1257,9409,1,6,61,5,7
CLI57435,4,1,0,1.0,1,0,0,1,1,0,0,0,3.0,0,3.0,1,937,1257,1862,1,7,61,3,9
CLI57438,4,1,0,1.0,1,3,0,1,2,0,0,0,1.0,0,0.0,0,934,1202,0,0,9,49,0,19
CLI57442,4,1,0,1.0,1,0,3,0,2,0,0,0,3.0,1,0.0,0,934,1220,6023,1,7,43,4,12
CLI57446,4,1,0,1.0,1,3,3,0,1,1,0,0,3.0,0,3.0,1,926,1202,7617,1,6,31,4,15
CLI57455,4,1,0,2.0,1,0,3,1,1,1,0,0,2.0,0,0.0,0,901,1257,4639,0,6,44,0,19
CLI57475,4,1,0,2.0,1,2,2,1,1,0,0,0,3.0,0,0.0,1,922,981,4733,1,4,60,3,15
CLI57497,4,1,0,1.0,1,1,0,1,1,0,1,0,3.0,0,0.0,0,643,2881,15628,1,3,57,8,15
CLI57506,4,1,0,1.0,1,0,3,0,1,1,0,0,3.0,1,0.0,0,634,2881,28223,1,5,51,10,7
CLI57517,4,1,0,1.0,1,2,3,1,2,0,1,0,2.0,0,0.0,0,651,2031,16144,0,6,52,0,15
CLI57525,4,1,0,1.0,1,1,3,0,1,0,0,0,1.0,1,0.0,0,634,2881,5865,0,5,58,0,2
CLI57557,4,1,0,1.0,1,1,3,1,0,1,0,0,1.0,1,0.0,0,602,2593,6207,0,4,40,0,7
CLI57592,4,1,0,1.0,1,0,1,0,1,1,0,0,3.0,1,0.0,0,555,3025,8217,0,4,59,0,9
CLI57600,4,1,0,1.0,1,0,0,1,1,1,0,0,3.0,1,0.0,0,551,3025,15120,0,4,39,0,19
CLI57610,4,1,0,1.0,1,0,0,1,1,0,0,0,3.0,1,0.0,0,527,3457,16731,1,4,64,8,9
CLI57611,4,1,0,1.0,1,1,0,1,1,1,1,0,3.0,1,0.0,0,526,3457,9426,1,3,58,7,7
CLI57636,4,1,0,1.0,1,0,0,1,1,0,0,0,2.0,1,0.0,0,43,4103,10153,1,4,44,8,15
CLI57654,4,1,0,1.0,1,0,0,1,1,1,0,0,0.0,1,0.0,0,363,5051,5498,1,2,53,8,7
CLI57706,4,1,0,2.0,0,0,0,1,1,0,1,0,2.0,0,0.0,0,601,2593,10694,0,5,40,0,7
CLI57715,4,1,0,2.0,1,0,0,1,1,0,0,0,3.0,0,0.0,0,209,1465,0,1,0,51,3,7
CLI57725,4,1,0,2.0,1,3,0,1,1,1,0,0,3.0,0,0.0,0,199,3025,0,1,1,64,5,9
CLI57751,4,1,0,2.0,1,2,0,1,1,0,0,1,3.0,0,0.0,0,162,2329,0,0,0,36,0,7
CLI57756,4,1,0,2.0,1,3,0,1,1,0,0,0,3.0,0,0.0,0,145,1465,0,0,0,33,0,16
CLI57761,4,1,0,2.0,1,0,0,1,1,0,0,0,3.0,0,0.0,0,168,1465,0,0,1,47,0,0
CLI57772,4,1,0,2.0,1,2,0,1,1,1,0,1,3.0,0,0.0,0,149,1465,0,0,0,66,0,15
CLI57775,4,1,0,2.0,1,0,0,1,1,0,0,0,3.0,0,0.0,0,156,1465,0,0,1,59,0,15
CLI57797,4,1,0,2.0,1,0,0,1,1,0,0,1,3.0,0,0.0,0,137,2197,0,1,1,54,4,15
CLI57800,4,1,0,2.0,1,2,0,1,1,0,0,1,3.0,0,0.0,0,136,2329,0,0,1,51,0,15
CLI57801,4,1,0,2.0,1,0,0,1,1,0,0,0,3.0,0,0.0,0,138,1465,0,0,0,67,0,2
CLI57827,4,1,0,1.0,1,2,0,1,0,0,0,1,1.0,0,0.0,0,181,2329,0,0,0,57,0,7
CLI57843,4,1,0,1.0,1,0,0,0,1,0,0,0,3.0,0,0.0,0,17,3025,0,1,0,65,5,9
CLI57903,5,2,0,2.0,1,3,3,1,1,0,1,0,3.0,0,3.0,1,785,8238,17833,1,3,52,8,15
CLI57946,10,6,0,2.0,0,0,3,1,1,0,0,0,3.0,0,3.0,1,659,0,18532,0,6,27,0,15
CLI57950,10,6,0,2.0,0,0,0,1,1,0,0,0,2.0,0,0.0,1,668,0,7592,0,5,59,0,13
CLI57962,10,6,0,2.0,0,0,3,0,1,1,0,0,1.0,0,0.0,0,181,828,0,0,1,66,0,4
CLI57971,10,6,0,2.0,0,0,0,1,1,0,0,0,2.0,1,2.0,1,259,0,9590,0,2,40,0,3
CLI57976,10,6,0,2.0,0,0,0,0,1,1,0,0,2.0,1,0.0,0,256,828,35022,1,0,52,3,15
CLI57977,10,6,0,2.0,0,0,0,0,1,0,0,0,2.0,1,3.0,1,273,0,20489,0,2,56,0,19
CLI57981,10,6,0,2.0,0,0,0,1,1,0,0,0,3.0,0,0.0,0,21,0,0,1,1,31,2,15
CLI58028,6,4,1,1.0,1,3,0,0,2,0,0,0,1.0,1,0.0,0,971,0,39421,1,9,46,2,3
CLI5207,1,5,0,1.0,1,0,0,1,1,0,0,0,2.0,1,3.0,1,894,2256,12540,0,8,59,0,15
CLI5256,1,0,0,1.0,1,3,3,0,1,0,0,0,1.0,0,0.0,0,944,0,13147,0,4,37,0,3
CLI5258,1,0,0,1.0,1,0,0,1,1,0,0,0,3.0,1,0.0,0,885,0,8636,0,4,59,0,3
CLI5266,1,0,0,1.0,1,0,0,1,1,1,0,0,2.0,1,3.0,1,887,6679,2949,1,5,41,9,17
CLI5298,1,0,0,1.0,1,0,3,0,1,0,0,0,3.0,0,3.0,1,934,7093,5888,0,4,46,0,5
CLI5303,1,0,0,1.0,1,0,0,1,0,1,0,0,0.0,0,3.0,1,945,4033,0,0,4,50,0,0
CLI5314,1,0,0,1.0,1,0,0,1,2,0,0,0,3.0,1,3.0,1,934,4453,28288,1,7,60,7,12
CLI5327,1,0,0,1.0,1,2,0,1,1,1,0,0,3.0,0,3.0,1,956,2476,6464,0,9,60,0,19
CLI5339,1,0,0,1.0,1,0,2,0,1,0,0,0,2.0,0,3.0,1,926,4453,9113,0,4,38,0,17
CLI5352,1,0,0,1.0,1,0,3,1,1,0,0,0,2.0,1,3.0,1,934,4904,8367,0,8,41,0,15
CLI5390,1,0,0,1.0,1,0,3,0,1,0,0,0,2.0,0,3.0,1,901,1744,5664,0,6,49,0,9
CLI5395,1,0,0,1.0,1,0,0,1,1,0,0,0,1.0,1,3.0,1,879,4322,20364,0,6,44,0,0
CLI5401,1,0,0,2.0,1,3,3,1,1,0,0,0,1.0,1,0.0,0,959,2252,8173,0,8,55,0,2
CLI5406,1,0,0,2.0,1,0,3,1,1,1,0,0,1.0,0,2.0,0,951,2412,0,0,9,21,0,9
CLI5432,1,0,1,1.0,1,0,0,0,1,0,0,0,3.0,0,3.0,1,855,6506,22306,0,5,62,0,18
CLI5437,1,0,1,1.0,1,0,0,1,1,0,0,0,2.0,1,3.0,1,82,4431,5267,0,6,43,0,9
CLI5459,1,0,1,1.0,1,0,0,1,1,0,0,0,1.0,0,3.0,1,793,3995,15642,0,4,45,0,19
CLI5467,1,0,1,1.0,1,0,0,0,1,1,0,0,3.0,1,2.0,1,951,4295,21348,1,9,52,10,19
CLI5477,1,0,1,1.0,1,3,3,1,1,0,0,0,1.0,1,3.0,1,943,3941,25533,0,6,52,0,0
CLI5481,1,0,1,1.0,1,0,0,0,1,0,0,0,1.0,0,3.0,1,889,4525,14718,0,4,44,0,7
CLI5491,1,0,1,1.0,1,0,3,0,2,1,0,0,1.0,0,3.0,1,903,4525,20034,0,7,48,0,1
CLI5526,1,0,1,1.0,1,0,1,1,1,1,0,0,1.0,0,3.0,1,91,4453,25026,0,6,59,0,19
CLI5535,1,0,1,1.0,1,0,0,1,1,1,0,0,1.0,0,2.0,0,9,4525,14126,0,5,36,0,18
CLI5558,1,0,1,1.0,1,2,0,0,1,0,0,0,1.0,0,3.0,1,927,3667,9324,0,9,57,0,7
CLI5567,1,0,1,1.0,1,2,0,1,0,1,0,0,1.0,0,3.0,1,926,4453,23481,0,4,62,0,17
CLI5570,1,0,1,1.0,1,0,0,1,1,0,0,0,3.0,0,3.0,1,951,4132,34986,1,7,56,6,7
CLI5597,1,0,1,1.0,1,0,3,0,1,0,0,0,3.0,1,3.0,1,839,4232,25733,1,5,57,6,7
CLI5643,1,0,1,1.0,1,0,3,1,1,0,0,0,3.0,0,3.0,1,844,4964,16347,0,5,51,0,0
CLI5646,1,0,1,1.0,1,0,0,1,1,0,0,0,3.0,0,3.0,1,966,2294,22822,0,7,48,0,7
CLI5657,1,0,1,1.0,1,0,3,0,1,0,0,0,3.0,0,3.0,1,944,3209,22872,1,9,47,9,15
CLI5724,1,0,1,1.0,1,2,2,0,2,0,0,0,2.0,1,3.0,1,943,4134,28800,1,6,50,6,6
CLI5727,1,0,1,1.0,1,0,0,0,2,1,0,0,1.0,0,2.0,0,87,4811,40400,0,4,39,0,5
CLI5735,1,0,1,1.0,1,0,3,1,1,0,0,0,1.0,0,3.0,1,818,4431,16584,0,4,54,0,11
CLI5776,1,0,1,1.0,1,0,0,1,1,0,0,0,3.0,1,0.0,0,945,3010,7714,1,6,54,6,19
CLI5784,1,0,1,1.0,1,0,3,0,1,0,0,0,3.0,0,0.0,0,897,4061,16117,1,7,29,9,15
CLI5802,1,0,1,1.0,1,0,3,0,1,0,0,0,3.0,0,3.0,1,943,1906,15174,0,7,55,0,7
CLI5803,1,0,1,1.0,1,0,3,1,1,0,0,0,2.0,1,3.0,1,939,3391,22186,0,7,37,0,2
CLI5816,1,0,1,1.0,1,0,3,0,2,0,0,0,1.0,0,3.0,1,902,3299,15789,0,7,44,0,19
CLI5832,1,0,1,1.0,1,3,3,0,1,1,0,0,1.0,0,2.0,0,959,1512,0,0,4,60,0,11
CLI5842,1,0,1,1.0,1,0,0,0,0,0,0,0,1.0,0,3.0,1,92,3667,8092,0,4,53,0,7
CLI5864,1,0,1,1.0,1,3,0,1,1,0,0,0,1.0,1,3.0,1,947,3010,5733,0,4,44,0,7
CLI5879,1,0,1,1.0,1,3,0,1,1,0,0,0,1.0,1,0.0,0,965,3511,31094,1,2,55,6,7
CLI5884,1,0,1,1.0,1,0,0,1,1,0,0,0,3.0,0,3.0,1,963,1144,17657,0,8,53,0,19
CLI5960,1,0,1,1.0,1,2,3,0,1,1,0,0,3.0,1,2.0,0,941,3759,18291,0,5,42,0,7
CLI5969,1,0,1,1.0,1,0,0,1,1,0,0,0,3.0,0,3.0,1,958,2616,8331,0,9,58,0,19
CLI5986,1,0,1,1.0,1,3,3,0,1,0,0,0,1.0,1,3.0,1,961,2340,18112,0,8,48,0,7
CLI6025,1,0,1,1.0,1,0,3,1,1,1,0,0,3.0,1,3.0,1,926,3759,29355,0,7,59,0,15
CLI6035,1,0,1,1.0,1,0,3,1,2,1,1,0,1.0,0,3.0,1,885,3877,13169,0,7,37,0,19
CLI6041,1,0,1,1.0,1,0,3,0,1,0,0,0,1.0,1,0.0,0,924,3431,31160,0,6,51,0,6
CLI6047,1,0,1,1.0,1,2,0,1,1,1,0,0,1.0,0,0.0,0,879,3371,12704,0,6,62,0,13
CLI6063,1,0,1,1.0,1,0,0,1,1,0,0,0,3.0,1,0.0,0,947,4929,30691,1,7,48,7,15
CLI6070,1,0,1,1.0,1,0,0,1,1,0,0,0,1.0,1,3.0,1,908,6329,11274,0,8,45,0,6
CLI6116,1,0,1,1.0,1,3,3,0,1,1,0,0,3.0,0,3.0,1,86,7218,8198,0,4,57,0,15
CLI6117,1,0,1,1.0,1,0,0,0,1,0,0,0,1.0,1,2.0,0,86,5213,14130,0,4,40,0,19
CLI6136,1,0,1,1.0,1,0,0,0,1,0,0,0,1.0,0,2.0,0,879,3371,14608,0,7,62,0,19
CLI6160,1,0,1,1.0,1,0,0,1,1,0,0,0,3.0,0,1.0,0,876,5056,30477,1,11,53,7,0
CLI6210,1,0,1,1.0,1,3,3,0,2,0,0,0,1.0,1,3.0,1,876,3371,20307,0,4,41,0,9
CLI6218,1,0,1,1.0,1,0,0,0,2,1,0,0,2.0,0,2.0,0,849,5049,14407,0,6,45,0,9
CLI6230,1,0,1,1.0,1,0,3,0,1,0,0,0,2.0,1,3.0,1,952,2616,17577,0,5,45,0,19
CLI6269,1,0,1,1.0,1,0,3,0,1,1,0,0,3.0,1,0.0,0,934,2287,21360,0,9,37,0,9
CLI6315,1,0,1,1.0,1,0,3,0,1,0,0,0,3.0,1,1.0,1,902,6329,13354,1,6,40,6,0
CLI6322,1,0,1,1.0,1,0,3,0,2,0,0,0,3.0,0,3.0,1,904,3299,21715,0,4,44,0,19
CLI6323,1,0,1,1.0,1,0,0,1,1,0,0,0,1.0,0,0.0,0,898,5815,17571,0,7,52,0,6
CLI6348,1,0,1,1.0,1,0,3,1,1,0,0,0,3.0,1,3.0,1,91,764,8977,0,6,49,0,9
CLI6357,1,0,1,1.0,1,3,0,0,2,0,0,0,2.0,0,2.0,0,86,5047,16935,0,4,50,0,19
CLI6367,1,0,1,1.0,1,3,1,1,1,0,0,0,3.0,1,3.0,1,853,4572,22970,0,5,40,0,7
CLI6389,1,0,1,1.0,1,0,0,1,1,1,0,0,2.0,0,3.0,1,876,3152,17024,0,7,41,0,19
CLI6400,1,0,1,1.0,1,0,3,0,1,0,0,0,3.0,0,2.0,0,852,5584,13733,0,7,41,0,1
CLI6438,1,0,1,1.0,1,0,3,1,1,0,0,0,1.0,0,3.0,1,876,3146,23509,0,7,43,0,19
CLI6463,1,0,1,1.0,1,0,0,1,1,0,0,0,1.0,0,1.0,0,852,5584,0,0,9,45,0,6
CLI6506,1,0,1,1.0,1,0,0,0,1,0,0,0,2.0,1,3.0,1,851,9205,17758,1,4,57,9,17
CLI6527,1,0,1,1.0,1,0,0,1,1,0,0,0,1.0,0,0.0,1,854,8487,38226,0,9,41,0,5
CLI6558,1,0,1,1.0,1,0,0,1,1,0,0,0,3.0,0,3.0,1,851,5658,13721,1,7,44,10,16
CLI6596,1,0,1,1.0,1,0,0,1,1,0,0,0,3.0,1,3.0,1,86,3115,8467,0,4,39,0,2
CLI6631,1,0,1,1.0,1,0,3,1,1,0,0,0,1.0,1,2.0,0,905,2144,10698,0,7,49,0,16
CLI6644,1,0,1,1.0,1,0,3,0,1,0,0,0,3.0,0,3.0,1,843,5658,23273,0,6,60,0,7
CLI6651,1,0,1,1.0,1,0,3,1,1,0,0,0,3.0,0,3.0,1,843,5658,19560,0,9,70,0,9
CLI6653,1,0,1,1.0,1,0,0,1,1,0,0,0,1.0,0,3.0,1,851,8377,14593,0,5,60,0,12
CLI6662,1,0,1,1.0,1,0,3,1,1,0,0,0,3.0,0,3.0,1,867,4127,24280,0,8,56,0,0
CLI6664,1,0,1,1.0,1,0,0,0,1,0,0,0,1.0,0,1.0,1,877,828,10924,0,7,38,0,5
CLI6683,1,0,1,1.0,1,3,3,0,1,1,0,0,3.0,0,3.0,1,85,5658,28316,0,4,42,0,15
CLI6689,1,0,1,1.0,1,0,0,1,1,0,0,0,3.0,0,2.0,0,851,5658,0,0,4,51,0,4
CLI6690,1,0,1,1.0,1,0,0,1,1,1,0,0,3.0,0,3.0,1,865,5785,25211,0,9,43,0,15
CLI6705,1,0,1,1.0,1,0,0,0,1,1,0,0,3.0,1,3.0,1,876,2968,8925,0,4,59,0,19
CLI6711,1,0,1,1.0,1,0,0,1,1,0,0,0,3.0,1,2.0,0,845,3299,13326,1,5,21,8,7
CLI6717,1,0,1,1.0,1,0,0,0,1,0,0,0,3.0,0,3.0,1,862,3299,10505,0,9,53,0,15
CLI6784,1,0,1,1.0,1,0,2,1,1,0,0,0,1.0,1,1.0,0,881,2593,13920,0,5,38,0,9
CLI6788,1,0,1,1.0,1,0,3,1,1,0,0,0,1.0,0,2.0,1,851,5658,18263,0,4,47,0,19
CLI6812,1,0,1,1.0,1,0,3,0,1,0,1,0,2.0,0,3.0,1,885,2307,18948,0,4,60,0,15
CLI6824,1,0,0,1.0,1,0,0,1,1,0,0,0,3.0,0,0.0,0,947,1829,4698,0,8,56,0,7
CLI6827,1,0,0,1.0,1,0,0,1,2,0,0,0,3.0,0,3.0,1,926,5501,30740,0,8,51,0,15
CLI6879,1,0,0,1.0,1,0,0,0,1,0,0,0,3.0,0,0.0,0,959,2662,0,0,5,54,0,7
CLI6881,1,0,0,1.0,1,0,0,0,1,0,0,0,3.0,0,0.0,0,967,1742,6245,1,8,45,5,7
CLI6909,1,0,0,1.0,1,0,0,1,1,0,1,0,3.0,0,3.0,1,966,2294,18057,0,9,48,0,15
CLI6925,1,0,0,1.0,1,0,0,1,1,0,0,0,1.0,1,0.0,0,943,1829,11608,0,8,52,0,5
CLI6938,1,0,0,1.0,1,0,0,0,1,0,0,0,1.0,1,0.0,0,959,2662,10103,0,6,41,0,7
CLI6945,1,0,0,1.0,1,0,0,0,1,0,0,0,1.0,1,3.0,1,939,2585,6346,0,9,46,0,9
CLI6976,1,0,0,1.0,1,0,0,0,2,0,0,0,2.0,0,0.0,0,951,2570,6468,0,7,58,0,19
CLI6986,1,0,0,1.0,1,2,0,0,1,0,0,0,1.0,1,0.0,0,967,2473,16536,0,7,54,0,19
CLI7001,1,0,0,1.0,1,0,3,0,1,1,0,0,1.0,0,0.0,0,934,2195,12144,0,9,40,0,7
CLI7007,1,0,0,1.0,1,3,0,1,1,0,0,0,3.0,0,0.0,0,933,2195,0,0,5,58,0,7
CLI7013,1,0,0,1.0,1,0,0,0,1,0,0,0,3.0,0,0.0,0,963,1098,4356,0,7,38,0,7
CLI7021,1,0,0,1.0,1,3,3,0,1,0,0,0,3.0,1,0.0,0,968,0,16086,0,7,45,0,3
CLI7033,1,0,0,1.0,1,0,0,0,1,1,0,0,3.0,0,0.0,0,968,1926,4035,0,9,43,0,13
CLI7038,1,0,0,1.0,1,0,0,0,1,0,0,0,1.0,1,3.0,1,943,3301,8667,0,8,45,0,11
CLI7061,1,0,0,1.0,1,0,3,1,1,1,0,0,1.0,0,0.0,0,951,2202,13159,0,7,55,0,15
