CODE;PRODUCTO;TIPO_CARROCERIA;COMBUSTIBLE;Potencia_;TRANS;FORMA_PAGO;ESTADO_CIVIL;GENERO;OcupaciOn;PROVINCIA;Campanna1;Campanna2;Campanna3;Zona _Renta;REV_Garantia;Averia_grave;QUEJA_CAC;COSTE_VENTA;km_anno;Revisiones;Edad Cliente
CLIX1323;J;TIPO7;FUEL 2;Alta;M;Financiera Marca;CASADO;M;Empresa;Alicante;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;4057;14504;2;38
CLIX1324;J;TIPO7;FUEL 2;Alta;M;Otros;SOLTERO;M;Empresa;Sevilla;NO;SI;NO;Alto;NO DATA;Averia grave;NO;1297;13117;4;52
CLIX1325;D;TIPO6;FUEL 1;Media;M;Contado;SOLTERO;M;Empresa;Murcia;NO;NO;NO;Otros;NO DATA;Averia muy grave;SI;0;13112;5;44
CLIX1326;D;TIPO6;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Valladolid;NO;NO;NO;Medio;NO DATA;Averia muy grave;SI;3391;6364;5;50
CLIX1327;D;TIPO6;FUEL 2;Media;M;Financiera Banco;CASADO;M;Empresa;Murcia;NO;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;3847;20916;8;58
CLIX1328;D;TIPO6;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Alto;SI;Averia grave;NO;0;13488;4;59
CLIX1329;D;TIPO6;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Orense;NO;SI;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;2839;11560;7;37
CLIX1330;D;TIPO6;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Murcia;NO;NO;NO;Medio;NO DATA;Averia grave;NO;4874;31358;7;45
CLIX1331;D;TIPO6;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Jaen;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;3249;24306;8;57
CLIX1332;D;TIPO6;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Madrid;NO;NO;NO;NA;NO DATA;Averia muy grave;SI;0;17336;8;39
CLIX1333;D;TIPO6;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Lacoruna;NO;NO;NO;Alto;SI;Averia muy grave;SI;2504;9494;7;55
CLIX1334;D;TIPO6;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Cadiz;NO;NO;NO;NA;NO DATA;Averia muy grave;SI;3342;18811;7;59
CLIX1335;D;TIPO6;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Alto;SI;Averia muy grave;SI;0;2926;5;62
CLIX1336;D;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Valencia;NO;NO;NO;Medio-Bajo;SI;No;NO;488;8816;4;45
CLIX1337;D;TIPO1;FUEL 1;Media;M;Contado;SOLTERO;F;Empresa;Leon;SI;NO;NO;NA;SI;No;NO;0;20212;8;26
CLIX1338;D;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Asturias;NO;NO;NO;NA;SI;No;NO;0;13327;9;41
CLIX1339;D;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;No;NO;0;25818;7;58
CLIX1340;D;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Lugo;NO;NO;NO;Alto;SI;No;SI;1465;7268;8;51
CLIX1341;D;TIPO1;FUEL 1;Media;M;Contado;SOLTERO;M;Empresa;Zaragoza;SI;NO;NO;Alto;SI;No;NO;1465;17776;7;39
CLIX1342;D;TIPO1;FUEL 1;Media;M;Otros;CASADO;M;Empresa;Madrid;SI;NO;NO;Medio;SI;No;NO;3991;13388;7;45
CLIX1343;D;TIPO1;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Madrid;SI;NO;NO;Alto;SI;No;NO;3058;7873;3;60
CLIX1344;D;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Barcelona;SI;NO;NO;Medio;SI;No;NO;0;15237;6;42
CLIX1345;D;TIPO1;FUEL 2;Alta;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;Averia grave;SI;1288;16694;7;39
CLIX1346;D;TIPO1;FUEL 2;Alta;M;Contado;SOLTERO;M;Empresa;Leon;SI;NO;NO;Alto;NO DATA;Averia grave;NO;3479;15215;6;41
CLIX1347;D;TIPO1;FUEL 2;Alta;M;Contado;CASADO;F;Empresa;Barcelona;NO;NO;NO;NA;SI;Averia muy grave;SI;1525;16200;5;40
CLIX1348;D;TIPO1;FUEL 2;Alta;M;Contado;SOLTERO;F;Autonomo;Malaga;NO;NO;NO;NA;NO DATA;No;SI;2288;33729;2;52
CLIX1349;D;TIPO1;FUEL 2;Alta;M;Otros;SOLTERO;M;Empresa;Madrid;NO;SI;NO;Medio;NO DATA;Averia muy grave;SI;1525;24043;7;57
CLIX1350;D;TIPO1;FUEL 2;Alta;M;Contado;CASADO;M;Empresa;Lugo;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;2545;9515;7;71
CLIX1351;D;TIPO1;FUEL 2;Alta;M;Contado;CASADO;M;Empresa;Barcelona;NO;SI;NO;Medio;NO DATA;Averia muy grave;SI;5117;7024;6;45
CLIX1352;D;TIPO1;FUEL 2;Alta;M;Otros;CASADO;M;Empresa;Sevilla;SI;NO;NO;NA;NO DATA;Averia leve;SI;3049;23442;5;56
CLIX1353;D;TIPO1;FUEL 2;Alta;M;Contado;CASADO;M;Funcionario;Barcelona;SI;NO;NO;Alto;SI;Averia leve;NO;3277;7186;4;59
CLIX1354;D;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Madrid;SI;SI;NO;Alto;SI;Averia muy grave;SI;1525;16163;4;45
CLIX1355;D;TIPO1;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Asturias;NO;NO;NO;NA;NO DATA;Averia grave;NO;1525;19929;7;55
CLIX1356;D;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Asturias;NO;NO;NO;NA;NO DATA;Averia muy grave;SI;1525;20859;7;37
CLIX1357;D;TIPO1;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;Averia leve;SI;1525;20585;7;60
CLIX1358;D;TIPO1;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Barcelona;NO;NO;NO;NA;NO DATA;Averia muy grave;SI;0;14092;7;49
CLIX1359;D;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Asturias;NO;NO;NO;Medio;NO DATA;Averia muy grave;SI;992;21818;9;58
CLIX1360;D;TIPO1;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Madrid;SI;NO;NO;Medio;NO DATA;Averia muy grave;SI;0;19245;4;39
CLIX1361;D;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Asturias;SI;NO;NO;NA;NO DATA;No;NO;0;14285;8;53
CLIX1362;D;TIPO1;FUEL 2;Media;M;Contado;CASADO;F;Funcionario;Ciudad Real;NO;NO;NO;NA;NO DATA;Averia muy grave;SI;0;11463;7;57
CLIX1363;D;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Barcelona;NO;SI;NO;Alto;NO DATA;Averia muy grave;SI;1906;20207;7;54
CLIX1364;D;TIPO1;FUEL 2;Media;M;Contado;;;Empresa;Madrid;SI;NO;NO;Alto;NO DATA;Averia muy grave;SI;0;0;5;31
CLIX1365;D;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Madrid;SI;NO;NO;NA;SI;Averia grave;NO;857;10787;9;39
CLIX1366;D;TIPO1;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;4772;8941;4;34
CLIX1367;D;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;M;Funcionario;Murcia;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;0;14295;7;51
CLIX1368;D;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;653;18977;5;52
CLIX1369;D;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Barcelona;NO;SI;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;3629;15958;4;57
CLIX1370;D;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Zaragoza;NO;SI;NO;Medio-Bajo;NO DATA;Averia leve;NO;992;13085;7;66
CLIX1371;D;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Cadiz;SI;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;1223;16121;7;69
CLIX1372;D;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;Averia muy grave;SI;0;23335;5;62
CLIX1373;D;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Badajoz;NO;NO;NO;Medio;NO DATA;Averia muy grave;SI;0;11725;8;40
CLIX1374;D;TIPO1;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Asturias;SI;NO;NO;Alto;NO DATA;Averia muy grave;SI;1223;35749;2;40
CLIX1375;D;TIPO1;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Toledo;NO;NO;NO;Otros;SI;Averia muy grave;SI;0;33027;2;38
CLIX1376;D;TIPO1;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;Averia muy grave;SI;0;19685;8;60
CLIX1377;D;TIPO1;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Barcelona;NO;NO;NO;Alto;SI;Averia muy grave;SI;519;10087;4;48
CLIX1378;D;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Tarragona;NO;NO;NO;Medio;NO DATA;No;SI;0;5986;7;46
CLIX1379;D;TIPO1;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;1380;10724;8;59
CLIX1380;D;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Madrid;SI;SI;NO;Medio;NO DATA;Averia muy grave;SI;3058;18212;6;55
CLIX1381;D;TIPO1;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Murcia;NO;SI;NO;Alto;NO DATA;No;NO;3244;10399;5;38
CLIX1382;D;TIPO1;FUEL 1;Media;A;Contado;CASADO;F;Empresa;Madrid;SI;NO;NO;Medio;NO DATA;No;NO;3520;13615;6;46
CLIX1383;D;TIPO1;FUEL 1;Alta;M;Contado;SOLTERO;M;Empresa;Barcelona;SI;NO;NO;Medio-Bajo;SI;No;NO;0;19275;7;52
CLIX1384;D;TIPO1;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;No;NO;1465;10340;7;55
CLIX1385;D;TIPO1;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Barcelona;SI;NO;NO;Medio;SI;Averia muy grave;SI;0;13082;5;37
CLIX1386;D;TIPO8;FUEL 2;Alta;M;Otros;CASADO;M;Empresa;Vizcaya;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;4613;28326;7;42
CLIX1387;D;TIPO8;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Salamanca;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;0;17938;8;48
CLIX1388;D;TIPO8;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Navarra;NO;NO;NO;Medio;NO DATA;Averia muy grave;SI;0;10085;7;60
CLIX1389;D;TIPO1;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Madrid;NO;SI;NO;NA;NO DATA;No;NO;4451;10315;5;46
CLIX1390;D;TIPO1;FUEL 2;Alta;M;Contado;SOLTERO;M;Empresa;Alicante;NO;NO;NO;Otros;NO DATA;Averia muy grave;SI;6257;19479;4;37
CLIX1391;D;TIPO1;FUEL 2;Alta;M;Contado;CASADO;M;Empresa;Barcelona;SI;NO;NO;Medio;SI;Averia muy grave;SI;3619;14080;4;48
CLIX1392;D;TIPO1;FUEL 2;Alta;M;Contado;CASADO;M;Empresa;Huelva;SI;NO;NO;NA;NO DATA;Averia muy grave;SI;3947;17467;7;44
CLIX1393;D;TIPO1;FUEL 2;Alta;M;Contado;CASADO;F;Autonomo;Castellon;NO;SI;NO;Alto;NO DATA;Averia muy grave;SI;4970;11746;3;51
CLIX1394;D;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Ciudad Real;NO;NO;NO;Otros;NO DATA;Averia leve;NO;3027;6801;6;55
CLIX1395;D;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Lacoruna;SI;NO;NO;Alto;SI;Averia muy grave;SI;3220;6815;4;52
CLIX1396;D;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Alicante;NO;NO;NO;Medio-Bajo;NO DATA;Averia grave;NO;3772;9214;4;54
CLIX1397;D;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Cadiz;NO;SI;NO;NA;NO DATA;Averia muy grave;SI;4970;12013;6;57
CLIX1398;D;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Vizcaya;NO;NO;NO;Alto;NO DATA;Averia grave;NO;2294;21170;3;59
CLIX1399;D;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Alicante;NO;NO;NO;Medio;SI;Averia muy grave;SI;3772;10749;5;46
CLIX1400;D;TIPO1;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Teruel;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;2018;15046;4;51
CLIX1401;D;TIPO1;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Vizcaya;NO;NO;NO;Medio;SI;No;NO;5417;16011;4;38
CLIX1402;D;TIPO1;FUEL 1;Alta;A;Contado;SOLTERO;M;Empresa;Lacoruna;NO;SI;NO;NA;NO DATA;No;NO;3831;13413;4;43
CLIX1403;D;TIPO1;FUEL 1;Alta;A;Contado;CASADO;M;Empresa;Zaragoza;NO;NO;NO;Alto;SI;No;NO;2521;28399;3;58
CLIX1404;D;TIPO8;FUEL 2;Alta;M;Contado;;;Empresa;Madrid;SI;NO;NO;Alto;NO DATA;Averia muy grave;SI;2018;23820;4;38
CLIX1405;D;TIPO8;FUEL 2;Alta;M;Contado;CASADO;M;Empresa;Guipuzcua;SI;NO;NO;Medio;SI;Averia muy grave;SI;3170;10520;3;58
CLIX1406;D;TIPO8;FUEL 2;Alta;M;Contado;CASADO;M;Empresa;Cadiz;NO;NO;NO;NA;SI;Averia muy grave;SI;7455;32575;3;40
CLIX1407;D;TIPO6;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Burgos;NO;NO;NO;Alto;SI;Averia grave;NO;3428;10779;4;53
CLIX1408;D;TIPO6;FUEL 1;Media;M;Financiera Marca;CASADO;F;Funcionario;Las Palmas;NO;NO;NO;Alto;SI;Averia muy grave;SI;2342;7434;2;37
CLIX1409;D;TIPO6;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;SI;NO;Medio;SI;Averia grave;SI;2342;12376;2;53
CLIX1410;D;TIPO6;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Navarra;SI;NO;NO;Alto;SI;No;NO;6108;14548;2;60
CLIX1411;D;TIPO6;FUEL 1;Media;M;Otros;CASADO;M;Empresa;Vizcaya;NO;NO;NO;Medio;SI;No;NO;2605;8249;3;38
CLIX1412;D;TIPO6;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Madrid;SI;NO;SI;Medio;SI;No;NO;3503;18055;2;49
CLIX1413;D;TIPO6;FUEL 1;Media;M;Otros;CASADO;M;Funcionario;Murcia;SI;NO;SI;Alto;SI;No;NO;4670;22870;2;40
CLIX1414;D;TIPO8;FUEL 1;Media;M;Financiera Banco;CASADO;M;Empresa;Barcelona;NO;SI;NO;Medio;SI;Averia muy grave;SI;4670;13639;4;40
CLIX1415;D;TIPO8;FUEL 1;Media;M;Otros;CASADO;M;Empresa;Barcelona;SI;NO;NO;Medio;SI;No;SI;3571;12448;2;37
CLIX1416;D;TIPO8;FUEL 1;Media;M;Financiera Marca;EN PAREJA;M;Empresa;Barcelona;SI;NO;NO;Alto;NO DATA;No;NO;6017;0;1;48
CLIX1417;D;TIPO6;FUEL 2;Media;M;Financiera Marca;SOLTERO;M;Empresa;Asturias;SI;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;6519;21620;3;40
CLIX1418;D;TIPO6;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Zaragoza;SI;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;3748;8383;2;53
CLIX1419;D;TIPO6;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Granada;NO;NO;NO;Otros;SI;Averia muy grave;SI;2662;22005;3;57
CLIX1420;D;TIPO6;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Cuenca;NO;SI;NO;Medio-Bajo;SI;Averia muy grave;SI;2662;20909;2;45
CLIX1421;D;TIPO6;FUEL 2;Media;M;Contado;SOLTERO;M;Empresa;Madrid;NO;NO;NO;Medio;SI;No;NO;2662;24517;2;59
CLIX1422;D;TIPO6;FUEL 2;Media;M;Financiera Marca;SOLTERO;M;Empresa;Madrid;SI;NO;SI;Medio;SI;Averia grave;NO;3605;24800;2;56
CLIX1423;D;TIPO6;FUEL 2;Media;M;Financiera Marca;CASADO;F;Empresa;Salamanca;SI;NO;SI;Alto;SI;Averia muy grave;SI;6072;24047;2;58
CLIX1424;D;TIPO6;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Guipuzcua;SI;NO;NO;Medio;SI;Averia muy grave;SI;8448;43404;1;59
CLIX1425;D;TIPO6;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Cantabria;SI;NO;SI;Alto;SI;Averia leve;NO;7101;16142;2;62
CLIX1426;D;TIPO6;FUEL 2;Media;M;Financiera Marca;SOLTERO;M;Empresa;Badajoz;SI;NO;NO;Medio-Bajo;SI;No;NO;5080;19072;2;37
CLIX1427;D;TIPO6;FUEL 2;Alta;M;Financiera Marca;CASADO;M;Empresa;Lugo;SI;NO;NO;Alto;SI;Averia grave;NO;8448;24753;2;60
CLIX1428;D;TIPO6;FUEL 2;Alta;M;Contado;CASADO;M;Empresa;Castellon;NO;NO;NO;Medio;SI;No;NO;2662;22114;2;57
CLIX1429;D;TIPO6;FUEL 2;Alta;M;Financiera Marca;CASADO;M;Empresa;Cantabria;SI;NO;SI;NA;NO DATA;No;NO;4182;0;1;53
CLIX1430;D;TIPO6;FUEL 2;Alta;M;Financiera Marca;CASADO;M;Empresa;Madrid;NO;NO;SI;NA;NO DATA;No;NO;4909;0;1;31
CLIX1431;D;TIPO6;FUEL 1;Alta;A;Financiera Marca;CASADO;M;Empresa;Lacoruna;SI;NO;NO;Alto;SI;Averia grave;NO;7935;35555;3;39
CLIX1432;D;TIPO6;FUEL 1;Alta;A;Financiera Marca;CASADO;M;Empresa;Asturias;SI;NO;SI;NA;NO DATA;Averia grave;NO;4751;0;1;65
CLIX1433;D;TIPO6;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;No;NO;4083;0;2;48
CLIX1434;D;TIPO6;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Cadiz;NO;NO;SI;Medio-Bajo;NO DATA;No;NO;7126;0;0;36
CLIX1435;D;TIPO6;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Cadiz;SI;NO;SI;NA;NO DATA;No;NO;4751;0;1;26
CLIX1436;D;TIPO8;FUEL 2;Media;M;Contado;SOLTERO;M;Funcionario;Gerona;SI;SI;NO;Medio-Bajo;SI;Averia grave;NO;7582;12583;2;59
CLIX1437;D;TIPO8;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Barcelona;SI;NO;NO;NA;SI;No;NO;2662;14567;2;66
CLIX1438;D;TIPO8;FUEL 2;Media;M;Financiera Marca;EN PAREJA;F;Empresa;Guipuzcua;SI;NO;NO;Medio;SI;Averia muy grave;SI;5338;34070;2;56
CLIX1439;D;TIPO8;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Burgos;SI;NO;NO;Medio-Bajo;SI;Averia leve;SI;3794;24838;2;58
CLIX1440;D;TIPO8;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Lugo;SI;NO;SI;Medio;SI;Averia leve;NO;3605;15559;2;51
CLIX1441;D;TIPO8;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;La Rioja;SI;NO;NO;Alto;NO DATA;No;NO;6600;0;1;66
CLIX1442;D;TIPO8;FUEL 2;Media;M;Financiera Marca;CASADO;F;Empresa;Pontevedra;NO;NO;SI;NA;NO DATA;No;NO;6429;0;1;25
CLIX1443;D;TIPO8;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Barcelona;SI;NO;NO;Alto;SI;Averia muy grave;SI;5374;14897;2;48
CLIX1444;D;TIPO8;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Badajoz;SI;NO;NO;NA;NO DATA;Averia muy grave;SI;5080;0;2;31
CLIX1445;D;TIPO8;FUEL 2;Media;M;Otros;CASADO;F;Empresa;Guadalajara;NO;NO;NO;Medio-Bajo;SI;Averia muy grave;SI;3030;22068;2;40
CLIX1446;D;TIPO8;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Madrid;SI;NO;NO;Medio;SI;Averia leve;NO;3030;23202;1;53
CLIX1447;D;TIPO8;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Malaga;SI;NO;NO;Alto;NO DATA;Averia grave;NO;4822;0;2;45
CLIX1448;D;TIPO8;FUEL 2;Media;M;Financiera Marca;CASADO;M;Autonomo;Badajoz;SI;NO;NO;Medio-Bajo;SI;Averia grave;NO;9000;49710;1;37
CLIX1449;D;TIPO8;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Madrid;SI;NO;SI;Alto;NO DATA;Averia leve;NO;8192;0;0;32
CLIX1450;D;TIPO8;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Zaragoza;SI;NO;SI;Alto;NO DATA;No;NO;8192;0;0;29
CLIX1451;D;TIPO8;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Madrid;NO;NO;SI;NA;NO DATA;No;NO;4909;0;1;49
CLIX1452;D;TIPO8;FUEL 2;Media;A;Financiera Marca;CASADO;M;Empresa;Madrid;SI;NO;NO;Alto;SI;No;NO;3503;22385;2;60
CLIX1453;D;TIPO8;FUEL 2;Media;A;Financiera Marca;SOLTERO;M;Empresa;Leon;SI;NO;NO;Alto;SI;Averia grave;NO;3459;12820;2;43
CLIX1454;D;TIPO8;FUEL 2;Alta;A;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;SI;No;NO;8211;22294;1;37
CLIX1455;D;TIPO8;FUEL 1;Alta;A;Otros;CASADO;M;Empresa;Zaragoza;NO;NO;SI;NA;NO DATA;No;NO;3842;0;0;25
CLIX1456;D;TIPO8;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Valencia;SI;NO;NO;NA;SI;Averia muy grave;SI;5290;11395;1;56
CLIX1457;D;TIPO8;FUEL 2;Alta;A;Financiera Marca;CASADO;M;Empresa;Orense;NO;NO;SI;NA;NO DATA;Averia muy grave;SI;4751;0;1;52
CLIX1458;D;TIPO8;FUEL 2;Alta;A;Financiera Marca;CASADO;M;Empresa;Alicante;SI;NO;SI;NA;NO DATA;No;SI;4024;0;1;49
CLIX1459;I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Malaga;NO;SI;NO;NA;SI;Averia muy grave;SI;828;18348;3;39
CLIX1460;I;TIPO7;FUEL 1;Alta;M;Otros;CASADO;M;Empresa;Alicante;NO;SI;NO;NA;SI;Averia muy grave;SI;2476;9538;2;52
CLIX1461;I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Gerona;NO;SI;NO;Alto;SI;Averia leve;NO;1829;18791;4;55
CLIX1462;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Malaga;SI;NO;NO;NA;SI;Averia grave;NO;2915;2892;3;61
CLIX1463;I;TIPO7;FUEL 1;Alta;M;Otros;CASADO;M;Empresa;Sevilla;NO;NO;NO;Medio;SI;No;NO;1829;15559;3;62
CLIX1464;I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Madrid;SI;NO;NO;Medio;SI;No;NO;3571;10948;2;59
CLIX1465;I;TIPO7;FUEL 1;Alta;M;Otros;CASADO;M;Empresa;Madrid;NO;SI;NO;Medio;SI;No;NO;1829;9198;3;45
CLIX1466;I;TIPO7;FUEL 1;Alta;M;Otros;CASADO;M;Empresa;Alicante;NO;SI;NO;Medio-Bajo;SI;Averia grave;NO;2749;10918;2;37
CLIX1467;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;NO;Alto;SI;Averia muy grave;SI;4918;26122;3;59
CLIX1468;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;F;Empresa;Barcelona;SI;NO;NO;Medio;SI;No;NO;2727;10416;2;67
CLIX1469;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;NO;Medio;SI;No;SI;2727;12775;2;51
CLIX1470;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;SOLTERO;M;Empresa;Madrid;SI;NO;NO;Otros;SI;No;NO;2727;20405;3;40
CLIX1471;I;TIPO7;FUEL 1;Alta;M;Otros;CASADO;M;Empresa;Barcelona;SI;NO;NO;NA;SI;No;NO;1829;3491;3;43
CLIX1472;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;NO;NA;SI;No;NO;2727;11886;3;40
CLIX1473;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Madrid;SI;NO;NO;Medio;SI;No;NO;2727;17642;2;42
CLIX1474;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;M;Empresa;Madrid;SI;NO;NO;Medio;SI;No;NO;2727;7569;2;44
CLIX1475;I;TIPO7;FUEL 1;Alta;M;Otros;CASADO;M;Empresa;Zaragoza;SI;NO;NO;Medio-Bajo;SI;No;NO;1829;12136;2;49
CLIX1476;I;TIPO7;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Alto;SI;No;NO;1829;14231;2;37
CLIX1477;I;TIPO7;FUEL 1;Alta;M;Financiera Marca;CASADO;F;Empresa;Valencia;SI;NO;NO;Alto;SI;No;NO;4567;12318;1;48
CLIX1478;I;TIPO7;FUEL 1;Alta;M;Otros;EN PAREJA;F;Empresa;Barcelona;NO;NO;NO;Medio;SI;No;NO;1829;14127;2;45
CLIX1479;I;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Alava;SI;NO;NO;Medio;SI;Averia leve;NO;0;24245;4;47
CLIX1480;I;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;SI;NO;Medio;NO DATA;Averia muy grave;SI;780;13221;2;46
CLIX1481;I;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;SI;NO;Alto;NO DATA;Averia grave;NO;0;26030;4;38
